userId,movieId,rating,timestamp
1,1,2.5,1260759144
1,2,3,1260759179
1,3,3,1260759182
1,4,2,1260759185
1,5,4,1260759205
1,6,2,1260759151
1,7,2,1260759187
1,8,2,1260759148
1,9,3.5,1260759125
1,10,2,1260759131
1,11,2.5,1260759135
1,12,1,1260759203
1,13,4,1260759191
1,14,4,1260759139
1,15,3,1260759194
1,16,2,1260759198
1,17,2,1260759108
1,18,2.5,1260759113
1,19,1,1260759200
1,20,3,1260759117
2,21,4,835355493
2,22,5,835355681
2,23,5,835355604
2,24,4,835355552
2,25,4,835355586
2,26,3,835356031
2,27,3,835355749
2,28,4,835355532
2,29,3,835356016
2,30,5,835355395
2,31,4,835355441
2,32,3,835355493
2,33,3,835355441
2,34,3,835355710
2,35,3,835355511
2,36,3,835355664
2,37,3,835355511
2,38,5,835355840
2,39,1,835355749
2,40,3,835355552
2,41,3,835355664
2,42,3,835355896
2,43,4,835355511
2,44,4,835355681
2,45,5,835355697
2,46,5,835355586
2,47,3,835355767
2,48,4,835355779
2,49,3,835355492
2,50,4,835355395
2,51,3,835355532
2,52,4,835356044
2,53,2,835355551
2,54,1,835355918
2,55,3,835355492
2,56,4,835355441
2,57,4,835355697
2,58,3,835355628
2,59,3,835355749
2,60,3,835355604
2,61,3,835355619
2,62,2,835355932
2,63,3,835355968
2,64,3,835356094
2,65,3,835355710
2,66,3,835356165
2,67,2,835356246
2,68,3,835355532
2,69,4,835355604
2,70,3,835355511
2,71,4,835355790
2,72,2,835355828
2,73,4,835355643
2,74,3,835355918
2,75,3,835355880
2,76,4,835355731
2,77,4,835355860
2,78,4,835355719
2,79,4,835355817
2,80,4,835355731
2,81,4,835356199
2,82,3,835355767
2,83,3,835356109
2,84,5,835355767
2,85,3,835355860
2,86,5,835355817
2,87,3,835355790
2,88,3,835355779
2,89,3,835355441
2,90,5,835355697
2,91,5,835355395
2,92,5,835355395
2,93,3,835355511
2,94,3,835355932
2,95,4,835356141
2,96,4,835355978
3,97,3,1298861675
3,98,4,1298922049
3,99,3.5,1298861637
3,100,3,1298861761
3,101,4.5,1298862418
3,102,5,1298862121
3,103,2.5,1298861589
3,104,5,1298862167
3,105,2.5,1298923242
3,106,3,1298862528
3,107,3,1298922100
3,108,3,1298923247
3,109,3,1298921840
3,110,2,1298923260
3,111,3.5,1298932787
3,112,4,1298863157
3,113,3,1298861687
3,114,5,1298932770
3,115,3,1298921795
3,116,4,1298861628
3,117,3,1298861605
3,118,4,1298861658
3,119,3.5,1298922089
3,120,4.5,1298923236
3,121,4,1298863143
3,122,4,1298921862
3,123,4,1298861753
3,124,3,1298861789
3,125,3,1298862710
3,126,3.5,1298861796
3,127,3,1298924017
3,128,3.5,1298922057
3,129,4,1298861733
3,130,4,1298921825
3,131,5,1298862874
3,132,3,1298861968
3,133,4,1298861633
3,134,5,1298863174
3,135,3,1298923266
3,136,3.5,1298862672
3,137,3,1298922080
3,138,2.5,1298921787
3,139,3,1298922065
3,140,3.5,1298861650
3,141,3,1298932766
3,142,3.5,1298862555
3,143,3.5,1298932740
3,144,4.5,1298862361
3,145,4.5,1298862467
3,146,3,1298922071
3,147,4,1298922130
4,148,4,949810645
4,149,5,949919556
4,150,5,949810582
4,151,5,949919681
4,152,4,949811346
4,153,3,949811346
4,154,3,949920047
4,155,5,949779042
4,156,4,949778802
4,157,5,949895708
4,158,3,949810618
4,159,5,949810582
4,160,5,949919763
4,161,5,949919681
4,162,5,949949538
4,163,4,949895887
4,164,3,949810534
4,165,3,949919883
4,166,3,949895772
4,167,4,949810688
4,168,1,949920135
4,169,4,949919802
4,170,4,949920028
4,171,4,949811315
4,172,5,949810582
4,173,5,949779091
4,174,5,949949486
4,175,5,949919938
4,176,3,949810534
4,177,5,949949538
4,178,5,949949638
4,179,4,949982238
4,180,5,949949444
4,181,5,949779022
4,182,5,949919189
4,183,4,949919306
4,184,5,949919247
4,185,5,949949396
4,186,4,949919454
4,187,4,949919322
4,188,5,949949638
4,189,5,949949638
4,190,5,949896377
4,191,5,949896377
4,192,5,949949538
4,193,5,949949638
4,194,5,949896244
4,195,5,949919372
4,196,5,949811523
4,197,5,949895732
4,198,5,949778771
4,199,5,949919399
4,200,5,949896275
4,201,5,949919372
4,202,5,949919419
4,203,5,949779173
4,204,5,949811490
4,205,5,949779173
4,206,5,949896244
4,207,5,949896159
4,208,5,949779173
4,209,5,949778714
4,210,5,949895708
4,211,5,949810261
4,212,5,949779173
4,213,5,949811523
4,214,5,949918693
4,215,5,949779173
4,216,5,949919372
4,217,5,949896244
4,218,5,949919519
4,219,5,949811602
4,220,5,949918743
4,221,4,949811559
4,222,5,949919591
4,223,5,949811523
4,224,5,949919372
4,225,5,949949396
4,226,4,949811559
4,227,5,949811490
4,228,5,949918743
4,229,4,949918927
4,230,4,949811602
4,231,4,949896275
4,232,5,949982274
4,233,5,949919247
4,234,4,949810582
4,235,4,949810302
4,236,3,949920004
4,237,4,949918787
4,238,3,949918904
4,239,3,949810688
4,240,5,949896377
4,241,5,949810261
4,242,4,949810302
4,243,5,949895772
4,244,3,949811230
4,245,5,949919978
4,246,4,949811559
4,247,5,949896244
4,248,1,949895864
4,249,5,949919738
4,250,4,949810688
4,251,2,949895956
4,252,5,949810261
4,253,5,949810261
4,254,5,949918743
4,255,3,949949538
4,256,5,949811559
4,257,5,949896309
4,258,5,949811602
4,259,3,949895907
4,260,2,949918970
4,261,5,949896070
4,262,4,949919454
4,263,5,949778771
4,264,4,949811738
4,265,4,949896114
4,266,4,949982239
4,267,4,949896183
4,268,5,949810618
4,269,3,949896114
4,270,5,949918648
4,271,5,949949444
4,272,5,949919306
4,273,4,949982239
4,274,5,949949444
4,275,5,949896114
4,276,5,949949638
4,277,5,949896183
4,278,4,949920028
4,279,5,949949538
4,280,5,949896114
4,281,5,949949396
4,282,4,949896114
4,283,5,949919399
4,284,3,949896309
4,285,5,949918927
4,286,5,949918994
4,287,4,949919763
4,288,5,949896070
4,289,4,949982239
4,290,4,949896114
4,291,5,949811603
4,292,5,949896070
4,293,5,949896070
4,294,3,949896070
4,295,5,949918764
4,296,4,949811559
4,297,3,949896309
4,298,5,949895772
4,299,5,949919556
4,300,4,949918927
4,301,4,949811603
4,302,4,949918994
4,303,5,949918994
4,304,4,949810302
4,305,5,949982274
4,306,5,949918875
4,307,4,949896275
4,308,1,949895993
4,309,5,949810582
4,310,5,949810261
4,311,3,949918671
4,312,4,949896497
4,313,4,949896497
4,314,5,949811523
4,315,5,949810582
4,316,4,949778714
4,317,1,949896521
4,318,5,949919399
4,319,5,949811490
4,320,4,949811603
4,321,5,949896070
4,322,5,949811738
4,323,3,949811230
4,324,3,949918875
4,325,5,949896114
4,326,5,949896377
